index,unit,share_group,key,related_node,node_source_url,step_value,draw_to_min,draw_to_max,disabled,translated_name,sanitized_description,fixed,has_flash_movie,additional_specs,group,subgroup
299,%,transport_diesel_ship,transport_shipping_mixer_diesel_bio_lng_share,,,0.1,,,False,Bio LNG,"Bio-based fuels for navigation are not common. Very large ocean-faring vessels tend to use extremely heavy tar-like oil fractions that will probably never be replaced by bio-fuels, as this is hardly economical. Furthermore, since ships are relatively efficient, you might wonder whether it is a good idea  to have them run on bio-fuels. Road transport being far less efficient, bio-fuels will have a much larger impact there. ",False,False,{},Transport fuels,Domestic navigation
300,%,transport_diesel_ship,transport_shipping_mixer_diesel_heavy_fuel_oil_share,,,0.1,,,False,Heavy fuel oil,"The larger a ship becomes, the heavier the fuel it uses. Large ocean-faring ships use a tar-like substance that is a waste product of all but the most advanced refineries. Since these fractions have few other uses without being broken down further, they are relatively cheap.",False,False,{},Transport fuels,Domestic navigation
301,%,transport_lng_ship,transport_shipping_mixer_lng_lng_share,,,0.1,,,False,LNG 2,"Liquified Natural Gas (LNG) is a rather novel shipping fuel. Traditionally, large ships use large fractions of oil and smaller vessels typically run on diesel-like fuels. Ships transporting large cargo over long distances require very powerful engines and energy-rich fuels. Natural gas is an unsuitable shipping fuel as its energetic density is very low, but through liquefaction it increases by a factor 600 - more than enough to compete with diesel. Since LNG is also a clean-burning fossil fuel, it is an alternative shipping fuel worth considering.",False,False,{},Transport fuels,Domestic navigation
302,%,transport_lng_ship,transport_shipping_mixer_lng_bio_lng_share,,,0.1,,,False,Bio LNG 2,"Bio-based fuels for navigation are not common. Very large ocean-faring vessels tend to use extremely heavy tar-like oil fractions that will probably never be replaced by bio-fuels, as this is hardly economical. Furthermore, since ships are relatively efficient, you might wonder whether it is a good idea  to have them run on bio-fuels. Road transport being far less efficient, bio-fuels will have a much larger impact there. ",False,False,{},Transport fuels,Domestic navigation
303,%,bunkers_aviation,bunkers_plane_using_kerosene_share,,,0.1,,,False,Kerosene,For international aviation mainly large aircrafts are used and they consume primarily kerosene. ,False,False,{},Transport fuels,International aviation
304,%,bunkers_aviation,bunkers_plane_using_bio_kerosene_share,,,0.1,,,False,Bio-kerosene,"Instead of using fossil kerosene also bio-kerosene can be used in the same type of engines; it is a so-called ""drop-in fuel"". At the moment four technologies are certified to supply bio-kerosene to commercial aviation, of which the Hydrotreated Esters and Fatty Acids (HEFA) technology is used in 90% of the cases. Do consider the impact on land (and sea) use for growing the required crops. 
</br></br>
Currently, it is possible to tank bio-kerosene at two airports: Los Angeles and Oslo. ",False,False,{},Transport fuels,International aviation
305,PJ,,max_demand_of_wet_biomass,,,0.1,,,False,Wet biomass,"Wet biomass is biomass with a moisture percentage of at least 40-50%. This includes: residues from the food and beverage industry, agricultural residual streams, sewage sludge, aquatic biomass, cultivated grain products, etc.",False,False,{},Biomass,Potential of biomass
306,PJ,,max_demand_of_dry_biomass,,,0.1,,,False,Dry biomass,"Dry biomass consists of relatively dry organic material, like wood. Dry biomass is &#39;simple biomass&#39;: it requires no processing and provides a high return. There is therefore a great demand for clean, woody biomass. Examples of woody biomass are residual streams from forestry (tree tops, stumps, bark, branches), recycled waste wood, residual streams from agriculture (straw), and fast-growing bio-energy crops (elephant grass, willow, poplar).",False,False,{},Biomass,Potential of biomass
307,PJ,,max_demand_of_oily_biomass,,,0.1,,,False,Oil-containing biomass,"Oil-containing biomass is biomass with seeds that contain oil. Crude biodiesel is produced by pressing oil seeds. This can be converted into biodiesel in an esterification process with the addition of methanol. Examples of oil-containing biomass are: rapeseed, sunflower seeds, oil palm. Used frying fats also fall within this category.",False,False,{},Biomass,Potential of biomass
308,PJ,,max_demand_of_biogenic_waste,,,0.1,,,False,Biogenic waste,With this slider you can set the potential of biogenic waste that is available for combustion in waste incinerators or waste CHPs.,False,False,{},Biomass,Potential of biomass
309,%,fuels_gas,natural_gas_total_share,,,0.1,,,False,Natural gas,"This slider sets the percentage of all gas used is natural gas. Natural gas is a relatively clean fossil fuel that is mostly used to generate heat and electricity. It is hardly used as a transport fuel yet.

<br/>Apart from CO<sub>2</sub> emissions gas combustion also tends to produce NO<sub>x</sub>.",False,False,{},Biomass,(Green) gas in gas network
310,%,fuels_gas,green_gas_total_share,,,0.1,,,False,Green gas,"This slider sets the percentage of green gas in the gas network. Green gas is conventionally produced by bacteria that digest biological material with an upgrading step to natural gas quality. In the future green gas can also be produced through gasification, which can be chosen in <a href=""/scenario/supply/biomass/green-gas-production"">green gas production</a>.",False,False,{},Biomass,(Green) gas in gas network
311,%,grid_natural_gas_origin,energy_treatment_natural_gas_share,,,0.1,,,False,Natural gas 2,Which percentage of the natural gas in the national gas network is natural gas?,False,False,{},Biomass,(Green) gas in gas network
312,%,grid_natural_gas_origin,energy_regasification_lng_share,,,0.1,,,False,Regasified LNG,"Which percentage of the natural gas in the national gas network is regasified LNG? LNG is mainly imported from Norway and the Middle East, then regasified to natural gas at import terminals and fed into the national gas network. In liquid form (hence, as LNG) it is only used in the transport sector.",False,False,{},Biomass,(Green) gas in gas network
313,%,greengas,energy_biogas_fermentation_share,energy_biogas_fermentation_wet_biomass,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_biogas_fermentation_wet_biomass.converter.xlsx?raw=true,0.1,,,False,Anearobic digestion,"Currently green gas is mostly generated from the anaerobic digestion of organic biomass and residues produced in agriculture, food production and waste processing. There are two methods for biomass digestion: mono-digestion (one residual flow) or co-digestion (multiple flows with at least 50% animal manure). After digestion the produced biogas can be either used directly for power and/or heat generation or can be converted into green gas to make it suitable for the gas network.
</br></br>
The ETM models one general type of digester that digests wet biomass. The specifications of this technology can be found below.",False,False,{},Biomass,Green gas production
314,%,greengas,energy_greengas_gasification_dry_biomass_share,energy_greengas_gasification_dry_biomass,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_greengas_gasification_dry_biomass.converter.xlsx?raw=true,0.1,,,False,Dry biomass gasification,"During dry gasification dry biomass is gasified at high temperatures (800 to 1000 °C), a kind of combustion with a lack of oxygen. The formation of a synthesis gas is central to gasification. This synthesis gas is a flammable mixture of methane, hydrogen, CO<sub>2</sub> en CO. The gasification route offers flexibility when it comes to the possible follow-up routes and end products to be manufactured (green gas, hydrogen, transport biofuels and more). In the case of green gas production, gasification is followed by methane synthesis, and reprocessing into green gas of natural gas quality.",False,False,{},Biomass,Green gas production
315,%,greengas,energy_greengas_gasification_wet_biomass_share,energy_greengas_gasification_wet_biomass,https://github.com/quintel/etdataset-public/blob/master/nodes_source_analyses/energy/energy/energy_greengas_gasification_wet_biomass.converter.xlsx?raw=true,0.1,,,False,Wet biomass gasification (SCW),"Wet gasification is also called Super Critical Water gasification (SCW). During SCW wet biomass is converted into green gas under high pressure and temperature (at least 375 °C and 221 bar). Above this critical point, water achieves supercritical conditions. During this phase all organic molecules within the biomass fall apart en reach a new balance in the form of synthesis gas (methane, hydrogen, CO<sub>2</sub> and CO) (Gasunie, 2019). Inorganic substances crystallize out simultaneously so that they can be recovered.",False,False,{},Biomass,Green gas production
